id,nome científico,family,fbLink,category,criteria,assessmentYear,reassessment
37844,Miltonia kayasimae Pabst,Orchidaceae,http://reflora.jbrj.gov.br/reflora/listaBrasil/FichaPublicaTaxonUC/FichaPublicaTaxonUC.do?id=FB37844,CR,"B2ab(i,ii,iii,iv,v);C2a(ii)",2012,false
37877,Notylia microchila Cogn.,Orchidaceae,http://reflora.jbrj.gov.br/reflora/listaBrasil/FichaPublicaTaxonUC/FichaPublicaTaxonUC.do?id=FB37877,EN,"B1ab(i,iii,iv)",2012,false
37906,Octomeria hoehnei Schltr.,Orchidaceae,http://reflora.jbrj.gov.br/reflora/listaBrasil/FichaPublicaTaxonUC/FichaPublicaTaxonUC.do?id=FB37906,EN,"B2ab(ii,iii)",2012,false
38067,Phymatidium geiselii Ruschi,Orchidaceae,http://reflora.jbrj.gov.br/reflora/listaBrasil/FichaPublicaTaxonUC/FichaPublicaTaxonUC.do?id=FB38067,EN,B1ab(iii),2012,false
38172,Polystachya rupicola Brade,Orchidaceae,http://reflora.jbrj.gov.br/reflora/listaBrasil/FichaPublicaTaxonUC/FichaPublicaTaxonUC.do?id=FB38172,CR,B1ab(iii),2012,false
38347,Stelis palmeiraensis Barb.Rodr.,Orchidaceae,http://reflora.jbrj.gov.br/reflora/listaBrasil/FichaPublicaTaxonUC/FichaPublicaTaxonUC.do?id=FB38347,VU,D2,2017,false
38446,Zygostates kuhlmannii Brade,Orchidaceae,http://reflora.jbrj.gov.br/reflora/listaBrasil/FichaPublicaTaxonUC/FichaPublicaTaxonUC.do?id=FB38446,EN,"B2ab(i,ii,iii,iv,v)",2012,false
38455,Amanoa sinuosa W.J.Hayden,Phyllanthaceae,http://reflora.jbrj.gov.br/reflora/listaBrasil/FichaPublicaTaxonUC/FichaPublicaTaxonUC.do?id=FB38455,VU,"B2ab(i,ii,iii,iv)",2021,false
38466,Discocarpus pedicellatus Fiaschi & Cordeiro,Phyllanthaceae,http://reflora.jbrj.gov.br/reflora/listaBrasil/FichaPublicaTaxonUC/FichaPublicaTaxonUC.do?id=FB38466,VU,B1ab(iii),2018,false
38498,Phyllanthus biantherifer Croizat,Phyllanthaceae,http://reflora.jbrj.gov.br/reflora/listaBrasil/FichaPublicaTaxonUC/FichaPublicaTaxonUC.do?id=FB38498,EN,"B2ab(i,ii,iii,iv)",2020,false
38517,Phyllanthus gladiatus Müll.Arg.,Phyllanthaceae,http://reflora.jbrj.gov.br/reflora/listaBrasil/FichaPublicaTaxonUC/FichaPublicaTaxonUC.do?id=FB38517,VU,D2,2012,false
38526,Phyllanthus itatiaiensis Brade,Phyllanthaceae,http://reflora.jbrj.gov.br/reflora/listaBrasil/FichaPublicaTaxonUC/FichaPublicaTaxonUC.do?id=FB38526,CR,"B2ab(ii,iii)",2017,false
38559,Phyllanthus rosmarinifolius Müll.Arg.,Phyllanthaceae,http://reflora.jbrj.gov.br/reflora/listaBrasil/FichaPublicaTaxonUC/FichaPublicaTaxonUC.do?id=FB38559,EN,"B2ab(ii,iii,iv)",2017,false
38573,Phyllanthus umbratus Müll.Arg.,Phyllanthaceae,http://reflora.jbrj.gov.br/reflora/listaBrasil/FichaPublicaTaxonUC/FichaPublicaTaxonUC.do?id=FB38573,CR,"B1ab(i,iii)",2018,false
38638,Alibertia duckei Standl.,Rubiaceae,http://reflora.jbrj.gov.br/reflora/listaBrasil/FichaPublicaTaxonUC/FichaPublicaTaxonUC.do?id=FB38638,EN,"B1ab(i,ii,iii)+2ab(i,ii,iii)",2020,false
38687,Chomelia tristis Müll.Arg.,Rubiaceae,http://reflora.jbrj.gov.br/reflora/listaBrasil/FichaPublicaTaxonUC/FichaPublicaTaxonUC.do?id=FB38687,EN,"B2ab(i,ii,iii,iv)",2020,false
38709,Coussarea grandis Müll.Arg.,Rubiaceae,http://reflora.jbrj.gov.br/reflora/listaBrasil/FichaPublicaTaxonUC/FichaPublicaTaxonUC.do?id=FB38709,VU,B1ab(iii)+2ab(iii),2021,false
38831,Ferdinandusa hirsuta Standl.,Rubiaceae,http://reflora.jbrj.gov.br/reflora/listaBrasil/FichaPublicaTaxonUC/FichaPublicaTaxonUC.do?id=FB38831,EN,B1ab(iii)+2ab(iii),2020,false
38867,Guettarda divaricata (Humb. & Bonpl. ex Schult.) Standl.,Rubiaceae,http://reflora.jbrj.gov.br/reflora/listaBrasil/FichaPublicaTaxonUC/FichaPublicaTaxonUC.do?id=FB38867,EN,B1ab(iii)+2ab(iii),2020,false
38917,Kerianthera preclara J.H.Kirkbr.,Rubiaceae,http://reflora.jbrj.gov.br/reflora/listaBrasil/FichaPublicaTaxonUC/FichaPublicaTaxonUC.do?id=FB38917,EN,"B1ab(ii,iii)+2ab(ii,iii)",2019,false
38950,Manettia pedunculata (Spreng.) K.Schum.,Rubiaceae,http://reflora.jbrj.gov.br/reflora/listaBrasil/FichaPublicaTaxonUC/FichaPublicaTaxonUC.do?id=FB38950,VU,"B1ab(i,ii,iii,iv)+2ab(i,ii,iii,iv)",2017,false
38966,Mitracarpus eritrichoides Standl.,Rubiaceae,http://reflora.jbrj.gov.br/reflora/listaBrasil/FichaPublicaTaxonUC/FichaPublicaTaxonUC.do?id=FB38966,EN,"B1ab(ii,iii)+2ab(ii,iii)",2012,false
39095,Psychotria caudata M.Gomes,Rubiaceae,http://reflora.jbrj.gov.br/reflora/listaBrasil/FichaPublicaTaxonUC/FichaPublicaTaxonUC.do?id=FB39095,VU,D2,2017,false
39101,Psychotria clavipes Müll.Arg.,Rubiaceae,http://reflora.jbrj.gov.br/reflora/listaBrasil/FichaPublicaTaxonUC/FichaPublicaTaxonUC.do?id=FB39101,EN,"B1ab(i,ii,iii,iv)+2ab(i,ii,iii,iv)",2017,false
39209,Psychotria tenuinervis Müll.Arg.,Rubiaceae,http://reflora.jbrj.gov.br/reflora/listaBrasil/FichaPublicaTaxonUC/FichaPublicaTaxonUC.do?id=FB39209,EN,"B1b(i,ii,iii)+2b(i,ii,iii)",2017,false
39237,Remijia asperula Standl.,Rubiaceae,http://reflora.jbrj.gov.br/reflora/listaBrasil/FichaPublicaTaxonUC/FichaPublicaTaxonUC.do?id=FB39237,VU,"B2ab(ii,iii)",2020,false
39260,Retiniphyllum chloranthum Ducke,Rubiaceae,http://reflora.jbrj.gov.br/reflora/listaBrasil/FichaPublicaTaxonUC/FichaPublicaTaxonUC.do?id=FB39260,VU,"B2ab(i,ii,iii,iv)",2020,false
39269,Retiniphyllum pilosum (Spruce ex Benth.) Müll.Arg.,Rubiaceae,http://reflora.jbrj.gov.br/reflora/listaBrasil/FichaPublicaTaxonUC/FichaPublicaTaxonUC.do?id=FB39269,EN,"B2ab(i,ii,iii,iv)",2020,false
39295,Rudgea jasminoides subsp. nervosa Zappi & Anunc.,Rubiaceae,http://reflora.jbrj.gov.br/reflora/listaBrasil/FichaPublicaTaxonUC/FichaPublicaTaxonUC.do?id=FB39295,VU,D2,2012,false
39303,Rudgea mouririoides Standl.,Rubiaceae,http://reflora.jbrj.gov.br/reflora/listaBrasil/FichaPublicaTaxonUC/FichaPublicaTaxonUC.do?id=FB39303,EN,B2ab(iii),2019,false
39306,Rudgea palicoureoides (Mart.) Müll.Arg.,Rubiaceae,http://reflora.jbrj.gov.br/reflora/listaBrasil/FichaPublicaTaxonUC/FichaPublicaTaxonUC.do?id=FB39306,VU,"B2ab(i,ii,iii,iv)",2020,false
39309,Rudgea parquioides subsp. hirsutissima Zappi,Rubiaceae,http://reflora.jbrj.gov.br/reflora/listaBrasil/FichaPublicaTaxonUC/FichaPublicaTaxonUC.do?id=FB39309,EN,A2ce;B1ab(iii)+2ab(iii),2012,false
39341,Simira paraensis (Baill.) Steyerm.,Rubiaceae,http://reflora.jbrj.gov.br/reflora/listaBrasil/FichaPublicaTaxonUC/FichaPublicaTaxonUC.do?id=FB39341,VU,"B2ab(ii,iii,iv,v)",2019,false
39374,Spermacoce gracillima (DC.) Delprete,Rubiaceae,http://reflora.jbrj.gov.br/reflora/listaBrasil/FichaPublicaTaxonUC/FichaPublicaTaxonUC.do?id=FB39374,EN,"B2ab(ii,iii)",2017,false
39418,Staelia tocantinsiana R.M.Salas & E.L.Cabral,Rubiaceae,http://reflora.jbrj.gov.br/reflora/listaBrasil/FichaPublicaTaxonUC/FichaPublicaTaxonUC.do?id=FB39418,EN,B2ab(iii),2017,true
39423,Warszewiczia longistaminea K.Schum.,Rubiaceae,http://reflora.jbrj.gov.br/reflora/listaBrasil/FichaPublicaTaxonUC/FichaPublicaTaxonUC.do?id=FB39423,EN,"B2ab(i,ii,iii,iv)",2020,false
39430,Chrysophyllum durifructum (W.A.Rodrigues) T.D.Penn.,Sapotaceae,http://reflora.jbrj.gov.br/reflora/listaBrasil/FichaPublicaTaxonUC/FichaPublicaTaxonUC.do?id=FB39430,EN,"B2ab(i,ii,iii)",2021,true
39439,Chrysophyllum wilsonii T.D.Penn.,Sapotaceae,http://reflora.jbrj.gov.br/reflora/listaBrasil/FichaPublicaTaxonUC/FichaPublicaTaxonUC.do?id=FB39439,EN,B1ab(iii)+2ab(iii),2020,false
39453,Micropholis grandiflora Aubrév.,Sapotaceae,http://reflora.jbrj.gov.br/reflora/listaBrasil/FichaPublicaTaxonUC/FichaPublicaTaxonUC.do?id=FB39453,VU,B2ab(iii),2022,true
39462,Micropholis splendens Gilly ex Aubrév.,Sapotaceae,http://reflora.jbrj.gov.br/reflora/listaBrasil/FichaPublicaTaxonUC/FichaPublicaTaxonUC.do?id=FB39462,EN,B1ab(iii),2011,false
39484,Pouteria erythrochrysa T.D.Penn.,Sapotaceae,http://reflora.jbrj.gov.br/reflora/listaBrasil/FichaPublicaTaxonUC/FichaPublicaTaxonUC.do?id=FB39484,VU,D2,2018,false
39488,Pouteria flavilatex T.D.Penn.,Sapotaceae,http://reflora.jbrj.gov.br/reflora/listaBrasil/FichaPublicaTaxonUC/FichaPublicaTaxonUC.do?id=FB39488,EN,"B1ab(i,ii,iii,iv)+2ab(i,ii,iii,iv)",2020,false
39489,Pouteria freitasii T.D.Penn.,Sapotaceae,http://reflora.jbrj.gov.br/reflora/listaBrasil/FichaPublicaTaxonUC/FichaPublicaTaxonUC.do?id=FB39489,VU,D2,2018,false
39496,Pouteria macrocarpa (Mart.) D.Dietr.,Sapotaceae,http://reflora.jbrj.gov.br/reflora/listaBrasil/FichaPublicaTaxonUC/FichaPublicaTaxonUC.do?id=FB39496,VU,C1,2011,false
39499,Pouteria maxima T.D.Penn.,Sapotaceae,http://reflora.jbrj.gov.br/reflora/listaBrasil/FichaPublicaTaxonUC/FichaPublicaTaxonUC.do?id=FB39499,VU,D2,2018,false
39508,Pouteria pentamera T.D.Penn.,Sapotaceae,http://reflora.jbrj.gov.br/reflora/listaBrasil/FichaPublicaTaxonUC/FichaPublicaTaxonUC.do?id=FB39508,EN,"B1ab(i,ii,iii,iv)+2ab(i,ii,iii,iv)",2020,false
39512,Pouteria resinosa T.D.Penn.,Sapotaceae,http://reflora.jbrj.gov.br/reflora/listaBrasil/FichaPublicaTaxonUC/FichaPublicaTaxonUC.do?id=FB39512,EN,B1ab(iii)+2ab(iii),2020,false
39524,Pouteria stylifera T.D.Penn.,Sapotaceae,http://reflora.jbrj.gov.br/reflora/listaBrasil/FichaPublicaTaxonUC/FichaPublicaTaxonUC.do?id=FB39524,EN,"B1ab(i,ii,iii,iv,v)+2ab(i,ii,iii,iv,v)",2020,false
39530,Pouteria virescens Baehni,Sapotaceae,http://reflora.jbrj.gov.br/reflora/listaBrasil/FichaPublicaTaxonUC/FichaPublicaTaxonUC.do?id=FB39530,EN,B1ab(iii),2011,false
39544,Sarcaulus vestitus (Baehni) T.D.Penn.,Sapotaceae,http://reflora.jbrj.gov.br/reflora/listaBrasil/FichaPublicaTaxonUC/FichaPublicaTaxonUC.do?id=FB39544,VU,D2,2011,false
39578,Barbacenia cylindrica L.B.Sm. & Ayensu,Velloziaceae,http://reflora.jbrj.gov.br/reflora/listaBrasil/FichaPublicaTaxonUC/FichaPublicaTaxonUC.do?id=FB39578,CR,"B2ab(ii,iii)",2014,false
39579,Barbacenia delicatula L.B.Sm. & Ayensu,Velloziaceae,http://reflora.jbrj.gov.br/reflora/listaBrasil/FichaPublicaTaxonUC/FichaPublicaTaxonUC.do?id=FB39579,EN,B1ab(iii)+2ab(iii),2012,false
39584,Barbacenia gounelleana Beauverd,Velloziaceae,http://reflora.jbrj.gov.br/reflora/listaBrasil/FichaPublicaTaxonUC/FichaPublicaTaxonUC.do?id=FB39584,EN,B1ab(iii)+2ab(iii),2012,false
39585,Barbacenia hatschbachii L.B.Sm. & Ayensu,Velloziaceae,http://reflora.jbrj.gov.br/reflora/listaBrasil/FichaPublicaTaxonUC/FichaPublicaTaxonUC.do?id=FB39585,EN,"B1ab(i,iii)",2014,false
39590,Barbacenia longiscapa Goethart & Henrard,Velloziaceae,http://reflora.jbrj.gov.br/reflora/listaBrasil/FichaPublicaTaxonUC/FichaPublicaTaxonUC.do?id=FB39590,EN,"B2ab(i,ii,iii)",2023,true
39595,Barbacenia paranaensis L.B.Sm.,Velloziaceae,http://reflora.jbrj.gov.br/reflora/listaBrasil/FichaPublicaTaxonUC/FichaPublicaTaxonUC.do?id=FB39595,EN,"B2ab(i,ii,iii,iv)",2021,true
39597,Barbacenia pungens (N.L.Menezes & Semir) Mello-Silva,Velloziaceae,http://reflora.jbrj.gov.br/reflora/listaBrasil/FichaPublicaTaxonUC/FichaPublicaTaxonUC.do?id=FB39597,CR,B2ab(iii),2012,false
39598,Barbacenia rodriguesii (N.L.Menezes & Semir) Mello-Silva,Velloziaceae,http://reflora.jbrj.gov.br/reflora/listaBrasil/FichaPublicaTaxonUC/FichaPublicaTaxonUC.do?id=FB39598,EN,B1ab(iii),2012,false
39602,Barbacenia spiralis L.B.Sm. & Ayensu,Velloziaceae,http://reflora.jbrj.gov.br/reflora/listaBrasil/FichaPublicaTaxonUC/FichaPublicaTaxonUC.do?id=FB39602,EN,B1ab(iii),2012,false
39614,Vellozia crinita Goethart & Henrard,Velloziaceae,http://reflora.jbrj.gov.br/reflora/listaBrasil/FichaPublicaTaxonUC/FichaPublicaTaxonUC.do?id=FB39614,EN,"B1ab(i,ii,iii)+2ab(i,ii,iii)",2014,false
39703,Lippia macedoi Moldenke,Verbenaceae,http://reflora.jbrj.gov.br/reflora/listaBrasil/FichaPublicaTaxonUC/FichaPublicaTaxonUC.do?id=FB39703,EN,"B1ab(i,ii,iii)+2ab(i,ii,iii)",2014,false
39732,Stachytarpheta ajugifolia Schauer,Verbenaceae,http://reflora.jbrj.gov.br/reflora/listaBrasil/FichaPublicaTaxonUC/FichaPublicaTaxonUC.do?id=FB39732,EN,"B1ab(i,ii,iii,iv)+2ab(i,ii,iii,iv)",2023,true
39734,Stachytarpheta amplexicaulis Moldenke,Verbenaceae,http://reflora.jbrj.gov.br/reflora/listaBrasil/FichaPublicaTaxonUC/FichaPublicaTaxonUC.do?id=FB39734,EN,"B2ab(i,ii,iii)",2023,false
39738,Stachytarpheta cassiae S.Atkins,Verbenaceae,http://reflora.jbrj.gov.br/reflora/listaBrasil/FichaPublicaTaxonUC/FichaPublicaTaxonUC.do?id=FB39738,EN,"B1ab(ii,iii)+2ab(ii,iii)",2023,false
39744,Stachytarpheta discolor Cham.,Verbenaceae,http://reflora.jbrj.gov.br/reflora/listaBrasil/FichaPublicaTaxonUC/FichaPublicaTaxonUC.do?id=FB39744,EN,"B1ab(i,iii)+2ab(i,iii)",2023,true
39748,Stachytarpheta harleyi S.Atkins,Verbenaceae,http://reflora.jbrj.gov.br/reflora/listaBrasil/FichaPublicaTaxonUC/FichaPublicaTaxonUC.do?id=FB39748,VU,"B2ab(i,iii)",2023,false
39749,Stachytarpheta integrifolia (Pohl) Walp.,Verbenaceae,http://reflora.jbrj.gov.br/reflora/listaBrasil/FichaPublicaTaxonUC/FichaPublicaTaxonUC.do?id=FB39749,EN,B2ab(iii),2023,true
39750,Stachytarpheta itambensis S.Atkins,Verbenaceae,http://reflora.jbrj.gov.br/reflora/listaBrasil/FichaPublicaTaxonUC/FichaPublicaTaxonUC.do?id=FB39750,VU,"B2ab(i,iii)",2023,true
39752,Stachytarpheta longispicata (Pohl) S.Atkins,Verbenaceae,http://reflora.jbrj.gov.br/reflora/listaBrasil/FichaPublicaTaxonUC/FichaPublicaTaxonUC.do?id=FB39752,EN,"B1ab(i,ii,iii)+2ab(i,ii,iii)",2023,false
39762,Stachytarpheta monachinoi Moldenke,Verbenaceae,http://reflora.jbrj.gov.br/reflora/listaBrasil/FichaPublicaTaxonUC/FichaPublicaTaxonUC.do?id=FB39762,EN,"B1ab(i,ii,iii)+2ab(i,ii,iii)",2023,true
39763,Stachytarpheta pohliana Cham.,Verbenaceae,http://reflora.jbrj.gov.br/reflora/listaBrasil/FichaPublicaTaxonUC/FichaPublicaTaxonUC.do?id=FB39763,VU,"B1ab(i,ii,iii)+2ab(i,ii,iii)",2023,true
39769,Stachytarpheta sellowiana Schauer,Verbenaceae,http://reflora.jbrj.gov.br/reflora/listaBrasil/FichaPublicaTaxonUC/FichaPublicaTaxonUC.do?id=FB39769,VU,"B1ab(i,ii,iii)+2ab(i,ii,iii)",2023,false
39838,Xyris fibrosa Kral & Wand.,Xyridaceae,http://reflora.jbrj.gov.br/reflora/listaBrasil/FichaPublicaTaxonUC/FichaPublicaTaxonUC.do?id=FB39838,CR,B2ab(iii),2012,false
39839,Xyris fusca L.A.Nilsson,Xyridaceae,http://reflora.jbrj.gov.br/reflora/listaBrasil/FichaPublicaTaxonUC/FichaPublicaTaxonUC.do?id=FB39839,EN,B1ab(iii)+2ab(iii),2012,false
39840,Xyris hatschbachii L.B.Sm. & Downs,Xyridaceae,http://reflora.jbrj.gov.br/reflora/listaBrasil/FichaPublicaTaxonUC/FichaPublicaTaxonUC.do?id=FB39840,CR,B1ab(iii)+2ab(iii),2012,false
39845,Xyris longifolia Mart.,Xyridaceae,http://reflora.jbrj.gov.br/reflora/listaBrasil/FichaPublicaTaxonUC/FichaPublicaTaxonUC.do?id=FB39845,EN,B2ab(iii),2012,false
39846,Xyris lucida Malme,Xyridaceae,http://reflora.jbrj.gov.br/reflora/listaBrasil/FichaPublicaTaxonUC/FichaPublicaTaxonUC.do?id=FB39846,EN,B1ab(iii)+2ab(iii),2012,false
39851,Xyris neglecta L.A.Nilsson,Xyridaceae,http://reflora.jbrj.gov.br/reflora/listaBrasil/FichaPublicaTaxonUC/FichaPublicaTaxonUC.do?id=FB39851,EN,"B1ab(iii,iv)+2ab(iii,iv)",2012,false
39852,Xyris organensis Malme,Xyridaceae,http://reflora.jbrj.gov.br/reflora/listaBrasil/FichaPublicaTaxonUC/FichaPublicaTaxonUC.do?id=FB39852,EN,"B2ab(ii,iii)",2017,false
39861,Xyris reitzii L.B.Sm. & Downs,Xyridaceae,http://reflora.jbrj.gov.br/reflora/listaBrasil/FichaPublicaTaxonUC/FichaPublicaTaxonUC.do?id=FB39861,EN,B1ab(iii)+2ab(iii),2012,false
39862,Xyris rigida Kunth,Xyridaceae,http://reflora.jbrj.gov.br/reflora/listaBrasil/FichaPublicaTaxonUC/FichaPublicaTaxonUC.do?id=FB39862,CR,A2c,2012,false
39867,Xyris stenophylla L.A.Nilsson,Xyridaceae,http://reflora.jbrj.gov.br/reflora/listaBrasil/FichaPublicaTaxonUC/FichaPublicaTaxonUC.do?id=FB39867,VU,D2,2012,false
39875,Xyris uninervis Malme,Xyridaceae,http://reflora.jbrj.gov.br/reflora/listaBrasil/FichaPublicaTaxonUC/FichaPublicaTaxonUC.do?id=FB39875,CR,B2ab(iii),2012,false
39876,Xyris wawrae Heimerl,Xyridaceae,http://reflora.jbrj.gov.br/reflora/listaBrasil/FichaPublicaTaxonUC/FichaPublicaTaxonUC.do?id=FB39876,EN,A2c;B2ab(iii),2012,false
40641,Zephyranthes coerulea (Griseb.) Baker,Amaryllidaceae,http://reflora.jbrj.gov.br/reflora/listaBrasil/FichaPublicaTaxonUC/FichaPublicaTaxonUC.do?id=FB40641,VU,D2,2012,false
40983,Aspidosperma occidentale Malme,Apocynaceae,http://reflora.jbrj.gov.br/reflora/listaBrasil/FichaPublicaTaxonUC/FichaPublicaTaxonUC.do?id=FB40983,EN,"B2ab(i,ii,iii,iv,v)",2020,false
40984,Aspidosperma oliganthum Woodson,Apocynaceae,http://reflora.jbrj.gov.br/reflora/listaBrasil/FichaPublicaTaxonUC/FichaPublicaTaxonUC.do?id=FB40984,EN,"B2ab(iii,iv,v)",2021,false
43255,Didymopanax gardneri Seem.,Araliaceae,http://reflora.jbrj.gov.br/reflora/listaBrasil/FichaPublicaTaxonUC/FichaPublicaTaxonUC.do?id=FB43255,EN,"B1ab(i,ii,iii,iv)+2ab(i,ii,iii,iv)",2012,false
43257,Didymopanax glaziovii Taub.,Araliaceae,http://reflora.jbrj.gov.br/reflora/listaBrasil/FichaPublicaTaxonUC/FichaPublicaTaxonUC.do?id=FB43257,EN,"B1b(i,ii,iii)+2b(i,ii,iii)",2012,false
43259,Didymopanax lucumoides Decne. & Planch. ex Marchal,Araliaceae,http://reflora.jbrj.gov.br/reflora/listaBrasil/FichaPublicaTaxonUC/FichaPublicaTaxonUC.do?id=FB43259,EN,"B1ab(i,ii,iii)+2ab(i,ii,iii)",2014,false
43546,Astrocaryum echinatum Barb.Rodr.,Arecaceae,http://reflora.jbrj.gov.br/reflora/listaBrasil/FichaPublicaTaxonUC/FichaPublicaTaxonUC.do?id=FB43546,VU,"B2ab(ii,iii)",2022,false
43614,Attalea camposportoana Burret,Arecaceae,http://reflora.jbrj.gov.br/reflora/listaBrasil/FichaPublicaTaxonUC/FichaPublicaTaxonUC.do?id=FB43614,VU,"B2ab(i,ii,iii)",2022,false
44824,Syagrus mendanhensis Glassman,Arecaceae,http://reflora.jbrj.gov.br/reflora/listaBrasil/FichaPublicaTaxonUC/FichaPublicaTaxonUC.do?id=FB44824,CR,"B1ab(iii,v)",2012,false
44834,Syagrus weddelliana (H.Wendl.) Becc.,Arecaceae,http://reflora.jbrj.gov.br/reflora/listaBrasil/FichaPublicaTaxonUC/FichaPublicaTaxonUC.do?id=FB44834,VU,"B1ab(i,ii,iii)+2ab(i,ii,iii)",2023,true
44865,Trithrinax acanthocoma Drude,Arecaceae,http://reflora.jbrj.gov.br/reflora/listaBrasil/FichaPublicaTaxonUC/FichaPublicaTaxonUC.do?id=FB44865,VU,C2a(i),2018,false
45240,Begonia sylvestris A.DC.,Begoniaceae,http://reflora.jbrj.gov.br/reflora/listaBrasil/FichaPublicaTaxonUC/FichaPublicaTaxonUC.do?id=FB45240,EN,"B1ab(i,ii,iii)+2ab(i,ii,iii)",2017,false
46165,Dyckia biflora Mez,Bromeliaceae,http://reflora.jbrj.gov.br/reflora/listaBrasil/FichaPublicaTaxonUC/FichaPublicaTaxonUC.do?id=FB46165,CR,"B2ab(iii,iv)",2012,false
46186,Dyckia heloisae L.B.Sm.,Bromeliaceae,http://reflora.jbrj.gov.br/reflora/listaBrasil/FichaPublicaTaxonUC/FichaPublicaTaxonUC.do?id=FB46186,EN,B1ab(iii)+2ab(iii),2012,false
46202,Dyckia pedicellata Mez,Bromeliaceae,http://reflora.jbrj.gov.br/reflora/listaBrasil/FichaPublicaTaxonUC/FichaPublicaTaxonUC.do?id=FB46202,CR,B1ab(iii)+2ab(iii);C2a(i),2012,false
46208,Dyckia scrutor L.B.Sm.,Bromeliaceae,http://reflora.jbrj.gov.br/reflora/listaBrasil/FichaPublicaTaxonUC/FichaPublicaTaxonUC.do?id=FB46208,EN,B1ab(iii)+2ab(iii),2012,false
46915,Sincoraea amoena Ule,Bromeliaceae,http://reflora.jbrj.gov.br/reflora/listaBrasil/FichaPublicaTaxonUC/FichaPublicaTaxonUC.do?id=FB46915,EN,B1ab(iii),2012,false
52880,Drosera ascendens A.St.-Hil.,Droseraceae,http://reflora.jbrj.gov.br/reflora/listaBrasil/FichaPublicaTaxonUC/FichaPublicaTaxonUC.do?id=FB52880,EN,"B1ab(ii,iii)+2ab(ii)",2022,false
52916,Drosera spiralis A.St.-Hil.,Droseraceae,http://reflora.jbrj.gov.br/reflora/listaBrasil/FichaPublicaTaxonUC/FichaPublicaTaxonUC.do?id=FB52916,VU,B1ab(iii)+2ab(iii),2022,false
53357,Paepalanthus albidus Gardner,Eriocaulaceae,http://reflora.jbrj.gov.br/reflora/listaBrasil/FichaPublicaTaxonUC/FichaPublicaTaxonUC.do?id=FB53357,VU,"B1ab(i,ii,iii,iv)",2014,false
53462,Paepalanthus globulifer Silveira,Eriocaulaceae,http://reflora.jbrj.gov.br/reflora/listaBrasil/FichaPublicaTaxonUC/FichaPublicaTaxonUC.do?id=FB53462,EN,"B1ab(i,ii,iii)+2ab(i,ii,iii)",2014,false
53506,Paepalanthus macaheensis Körn.,Eriocaulaceae,http://reflora.jbrj.gov.br/reflora/listaBrasil/FichaPublicaTaxonUC/FichaPublicaTaxonUC.do?id=FB53506,EN,"B2ab(i,ii,iii,iv);C2a(i)",2016,false
53581,Paepalanthus rupestris Gardner,Eriocaulaceae,http://reflora.jbrj.gov.br/reflora/listaBrasil/FichaPublicaTaxonUC/FichaPublicaTaxonUC.do?id=FB53581,EN,B1ab(iii)+2ab(iii),2014,false
55569,Hevea camargoana Pires,Euphorbiaceae,http://reflora.jbrj.gov.br/reflora/listaBrasil/FichaPublicaTaxonUC/FichaPublicaTaxonUC.do?id=FB55569,EN,"B1ab(i,iii,iv,v)+2ab(ii,iii,iv,v)",2018,false
56970,Sapium sceleratum Ridl.,Euphorbiaceae,http://reflora.jbrj.gov.br/reflora/listaBrasil/FichaPublicaTaxonUC/FichaPublicaTaxonUC.do?id=FB56970,VU,"B2ab(ii,iii)",2023,false
60070,Eschweilera romeu-cardosoi S.A.Mori,Lecythidaceae,http://reflora.jbrj.gov.br/reflora/listaBrasil/FichaPublicaTaxonUC/FichaPublicaTaxonUC.do?id=FB60070,EN,B1ab(iii)+2ab(iii),2021,false
65034,Cattleya alaorii (Brieger & Bicalho) van den Berg,Orchidaceae,http://reflora.jbrj.gov.br/reflora/listaBrasil/FichaPublicaTaxonUC/FichaPublicaTaxonUC.do?id=FB65034,CR,"B2ab(iii,v)",2012,false
65072,Cattleya caulescens (Lindl.) Van den Berg,Orchidaceae,http://reflora.jbrj.gov.br/reflora/listaBrasil/FichaPublicaTaxonUC/FichaPublicaTaxonUC.do?id=FB65072,EN,"B2ab(ii,iii,v)",2012,false
65081,Cattleya crispa Lindl.,Orchidaceae,http://reflora.jbrj.gov.br/reflora/listaBrasil/FichaPublicaTaxonUC/FichaPublicaTaxonUC.do?id=FB65081,VU,A3d,2012,false
65098,Cattleya endsfeldzii (Pabst) Van den Berg,Orchidaceae,http://reflora.jbrj.gov.br/reflora/listaBrasil/FichaPublicaTaxonUC/FichaPublicaTaxonUC.do?id=FB65098,CR,"B2ab(iii,v)",2012,false
65112,Cattleya ghillanyi (Pabst) Van den Berg,Orchidaceae,http://reflora.jbrj.gov.br/reflora/listaBrasil/FichaPublicaTaxonUC/FichaPublicaTaxonUC.do?id=FB65112,EN,"B1ab(iii,v)",2012,false
65114,Cattleya gloedeniana (Hoehne) Van den Berg,Orchidaceae,http://reflora.jbrj.gov.br/reflora/listaBrasil/FichaPublicaTaxonUC/FichaPublicaTaxonUC.do?id=FB65114,CR,"B2ab(iii,v)",2012,false
65137,Cattleya harpophylla (Rchb.f.) Van den Berg,Orchidaceae,http://reflora.jbrj.gov.br/reflora/listaBrasil/FichaPublicaTaxonUC/FichaPublicaTaxonUC.do?id=FB65137,VU,"B1ab(iii,v)",2012,false
