id,nome científico,family,fbLink,category,criteria,assessmentYear,reassessment
4345,Griffinia intermedia Lindl.,Amaryllidaceae,http://reflora.jbrj.gov.br/reflora/listaBrasil/FichaPublicaTaxonUC/FichaPublicaTaxonUC.do?id=FB4345,EN,"B1ab(i,ii,iii,v)+2ab(i,ii,iii,v)",2017,false
4349,Griffinia parviflora Ker Gawl.,Amaryllidaceae,http://reflora.jbrj.gov.br/reflora/listaBrasil/FichaPublicaTaxonUC/FichaPublicaTaxonUC.do?id=FB4349,CR,"B2ab(iii,v)",2012,true
4350,Griffinia paubrasilica Ravenna,Amaryllidaceae,http://reflora.jbrj.gov.br/reflora/listaBrasil/FichaPublicaTaxonUC/FichaPublicaTaxonUC.do?id=FB4350,CR,"B2ab(iii,iv)",2012,true
4357,Hippeastrum brasilianum (Traub & J.L.Doran) Dutilh,Amaryllidaceae,http://reflora.jbrj.gov.br/reflora/listaBrasil/FichaPublicaTaxonUC/FichaPublicaTaxonUC.do?id=FB4357,EN,B1ab(iii)+2ab(iii),2012,false
4358,Hippeastrum breviflorum Herb.,Amaryllidaceae,http://reflora.jbrj.gov.br/reflora/listaBrasil/FichaPublicaTaxonUC/FichaPublicaTaxonUC.do?id=FB4358,EN,"B2ab(iii,iv,v)",2012,false
4364,Hippeastrum papilio (Ravenna) Van Scheepen,Amaryllidaceae,http://reflora.jbrj.gov.br/reflora/listaBrasil/FichaPublicaTaxonUC/FichaPublicaTaxonUC.do?id=FB4364,CR,A4acd;C2a(ii),2012,false
4365,Hippeastrum psittacinum Herb.,Amaryllidaceae,http://reflora.jbrj.gov.br/reflora/listaBrasil/FichaPublicaTaxonUC/FichaPublicaTaxonUC.do?id=FB4365,EN,"B1ab(iii,iv)+2ab(iii,iv)",2012,false
4368,Hippeastrum santacatarina (Traub) Dutilh,Amaryllidaceae,http://reflora.jbrj.gov.br/reflora/listaBrasil/FichaPublicaTaxonUC/FichaPublicaTaxonUC.do?id=FB4368,EN,"B2ab(iii,iv,v)",2012,false
4369,Hippeastrum striatum (Lam.) Moore,Amaryllidaceae,http://reflora.jbrj.gov.br/reflora/listaBrasil/FichaPublicaTaxonUC/FichaPublicaTaxonUC.do?id=FB4369,EN,"B2ab(iii,iv,v)",2012,false
4374,Zephyranthes capivarina Ravenna,Amaryllidaceae,http://reflora.jbrj.gov.br/reflora/listaBrasil/FichaPublicaTaxonUC/FichaPublicaTaxonUC.do?id=FB4374,VU,D2,2012,false
4378,Zephyranthes paranaensis Ravenna,Amaryllidaceae,http://reflora.jbrj.gov.br/reflora/listaBrasil/FichaPublicaTaxonUC/FichaPublicaTaxonUC.do?id=FB4378,EN,B2ab(iii),2012,false
4529,Aspidosperma parvifolium A.DC.,Apocynaceae,http://reflora.jbrj.gov.br/reflora/listaBrasil/FichaPublicaTaxonUC/FichaPublicaTaxonUC.do?id=FB4529,EN,"B2ab(ii,iii,iv,v)",2020,false
4533,Aspidosperma riedelii Müll.Arg.,Apocynaceae,http://reflora.jbrj.gov.br/reflora/listaBrasil/FichaPublicaTaxonUC/FichaPublicaTaxonUC.do?id=FB4533,EN,B2ab(iii),2021,true
4536,Aspidosperma thomasii Marc.-Ferr.,Apocynaceae,http://reflora.jbrj.gov.br/reflora/listaBrasil/FichaPublicaTaxonUC/FichaPublicaTaxonUC.do?id=FB4536,EN,"B1ab(i,ii,iii)+2ab(ii,iii)",2020,false
4571,Ditassa laevis Mart.,Apocynaceae,http://reflora.jbrj.gov.br/reflora/listaBrasil/FichaPublicaTaxonUC/FichaPublicaTaxonUC.do?id=FB4571,EN,B1ab(iii)+2ab(iii),2012,false
4573,Ditassa leonii Fontella & T.U.P.Konno,Apocynaceae,http://reflora.jbrj.gov.br/reflora/listaBrasil/FichaPublicaTaxonUC/FichaPublicaTaxonUC.do?id=FB4573,VU,D2,2012,false
4576,Ditassa longisepala (Hua) Fontella & E.A.Schwarz,Apocynaceae,http://reflora.jbrj.gov.br/reflora/listaBrasil/FichaPublicaTaxonUC/FichaPublicaTaxonUC.do?id=FB4576,EN,"B1ab(ii,iii)+2ab(ii,iii)",2012,false
4577,Ditassa maricaensis Fontella & E.A.Schwarz,Apocynaceae,http://reflora.jbrj.gov.br/reflora/listaBrasil/FichaPublicaTaxonUC/FichaPublicaTaxonUC.do?id=FB4577,EN,"B1ab(i,iii)+2ab(i,iii)",2017,true
4581,Ditassa oberdanii Fontella & M.C.Alvarez,Apocynaceae,http://reflora.jbrj.gov.br/reflora/listaBrasil/FichaPublicaTaxonUC/FichaPublicaTaxonUC.do?id=FB4581,EN,B2ab(iii),2012,false
4608,Gonolobus dorothyanus Fontella,Apocynaceae,http://reflora.jbrj.gov.br/reflora/listaBrasil/FichaPublicaTaxonUC/FichaPublicaTaxonUC.do?id=FB4608,EN,"B2ab(ii,iii)",2017,true
4613,Gyrostelma oxypetaloides E.Fourn.,Apocynaceae,http://reflora.jbrj.gov.br/reflora/listaBrasil/FichaPublicaTaxonUC/FichaPublicaTaxonUC.do?id=FB4613,EN,B1ab(iii)+2ab(iii),2012,false
4627,Jobinia hatschbachii Fontella & E.A.Schwarz,Apocynaceae,http://reflora.jbrj.gov.br/reflora/listaBrasil/FichaPublicaTaxonUC/FichaPublicaTaxonUC.do?id=FB4627,EN,B1ab(iii)+2ab(iii),2012,false
4634,Lacmellea bahiensis J.F.Morales,Apocynaceae,http://reflora.jbrj.gov.br/reflora/listaBrasil/FichaPublicaTaxonUC/FichaPublicaTaxonUC.do?id=FB4634,EN,"B1ab(i,ii,iii)+2ab(ii,iii)",2020,false
4635,Lacmellea pauciflora (Kuhlm.) Markgr.,Apocynaceae,http://reflora.jbrj.gov.br/reflora/listaBrasil/FichaPublicaTaxonUC/FichaPublicaTaxonUC.do?id=FB4635,EN,B2ab(iii),2020,false
4646,Macroditassa marianae Fontella & M.V.Ferreira,Apocynaceae,http://reflora.jbrj.gov.br/reflora/listaBrasil/FichaPublicaTaxonUC/FichaPublicaTaxonUC.do?id=FB4646,CR,B2ab(iii),2012,false
4656,Mandevilla crassinoda (Gardner) Woodson,Apocynaceae,http://reflora.jbrj.gov.br/reflora/listaBrasil/FichaPublicaTaxonUC/FichaPublicaTaxonUC.do?id=FB4656,EN,"B2ab(ii,iii,iv,v)",2017,false
4695,Matelea bahiensis Morillo & Fontella,Apocynaceae,http://reflora.jbrj.gov.br/reflora/listaBrasil/FichaPublicaTaxonUC/FichaPublicaTaxonUC.do?id=FB4695,EN,"B2ab(ii,iii)",2012,false
4701,Matelea glaziovii (E.Fourn.) Morillo,Apocynaceae,http://reflora.jbrj.gov.br/reflora/listaBrasil/FichaPublicaTaxonUC/FichaPublicaTaxonUC.do?id=FB4701,VU,"B2ab(ii,iii,iv)",2012,false
4702,Matelea hatschbachii (Fontella & Valente) Morillo,Apocynaceae,http://reflora.jbrj.gov.br/reflora/listaBrasil/FichaPublicaTaxonUC/FichaPublicaTaxonUC.do?id=FB4702,EN,B2ab(iii),2012,false
4703,Matelea marcoassisii Fontella,Apocynaceae,http://reflora.jbrj.gov.br/reflora/listaBrasil/FichaPublicaTaxonUC/FichaPublicaTaxonUC.do?id=FB4703,VU,D2,2012,false
4720,Minaria monocoronata (Rapini) T.U.P.Konno & Rapini,Apocynaceae,http://reflora.jbrj.gov.br/reflora/listaBrasil/FichaPublicaTaxonUC/FichaPublicaTaxonUC.do?id=FB4720,CR,"B2ab(i,ii,iii)",2012,false
4726,Orthosia arenosa Decne.,Apocynaceae,http://reflora.jbrj.gov.br/reflora/listaBrasil/FichaPublicaTaxonUC/FichaPublicaTaxonUC.do?id=FB4726,EN,"B1ab(i,ii,iii)+2ab(i,ii,iii)",2017,false
4754,Oxypetalum costae Occhioni,Apocynaceae,http://reflora.jbrj.gov.br/reflora/listaBrasil/FichaPublicaTaxonUC/FichaPublicaTaxonUC.do?id=FB4754,CR,"B2ab(ii,iii,iv,v)",2017,false
4757,Oxypetalum dusenii Malme,Apocynaceae,http://reflora.jbrj.gov.br/reflora/listaBrasil/FichaPublicaTaxonUC/FichaPublicaTaxonUC.do?id=FB4757,EN,"B1ab(i,ii,iii)+2ab(i,ii,iii)",2012,false
4764,Oxypetalum glaziovii (E.Fourn.) Fontella & Marquete,Apocynaceae,http://reflora.jbrj.gov.br/reflora/listaBrasil/FichaPublicaTaxonUC/FichaPublicaTaxonUC.do?id=FB4764,EN,B1ab(iii),2012,false
4773,Oxypetalum leonii Fontella,Apocynaceae,http://reflora.jbrj.gov.br/reflora/listaBrasil/FichaPublicaTaxonUC/FichaPublicaTaxonUC.do?id=FB4773,EN,B1ab(iii),2012,false
4801,Oxypetalum schottii E.Fourn.,Apocynaceae,http://reflora.jbrj.gov.br/reflora/listaBrasil/FichaPublicaTaxonUC/FichaPublicaTaxonUC.do?id=FB4801,EN,"B1ab(i,ii,iii)+2ab(i,ii,iii)",2017,false
4834,Prestonia solanifolia (Müll.Arg.) Woodson,Apocynaceae,http://reflora.jbrj.gov.br/reflora/listaBrasil/FichaPublicaTaxonUC/FichaPublicaTaxonUC.do?id=FB4834,EN,"B2ab(iii,iv)",2012,false
4842,Rauvolfia capixabae I.Koch & Kin.-Gouv.,Apocynaceae,http://reflora.jbrj.gov.br/reflora/listaBrasil/FichaPublicaTaxonUC/FichaPublicaTaxonUC.do?id=FB4842,EN,B2ab(iii),2020,false
4890,Ilex euryaeformis Reissek,Aquifoliaceae,http://reflora.jbrj.gov.br/reflora/listaBrasil/FichaPublicaTaxonUC/FichaPublicaTaxonUC.do?id=FB4890,EN,B2ab(iii),2020,false
4898,Ilex loranthoides Mart. ex Reissek,Aquifoliaceae,http://reflora.jbrj.gov.br/reflora/listaBrasil/FichaPublicaTaxonUC/FichaPublicaTaxonUC.do?id=FB4898,VU,D2,2012,false
4908,Ilex schwackeana Loes.,Aquifoliaceae,http://reflora.jbrj.gov.br/reflora/listaBrasil/FichaPublicaTaxonUC/FichaPublicaTaxonUC.do?id=FB4908,VU,D2,2017,false
4915,Anthurium augustinum K.Koch & Lauche,Araceae,http://reflora.jbrj.gov.br/reflora/listaBrasil/FichaPublicaTaxonUC/FichaPublicaTaxonUC.do?id=FB4915,EN,"B1ab(i,iii)+2ab(i,iii)",2017,false
4917,Anthurium binotii Linden,Araceae,http://reflora.jbrj.gov.br/reflora/listaBrasil/FichaPublicaTaxonUC/FichaPublicaTaxonUC.do?id=FB4917,EN,"B1ab(i,ii,iii,iv,v)+2ab(i,ii,iii,iv,v)",2017,false
4921,Anthurium bragae Nadruz,Araceae,http://reflora.jbrj.gov.br/reflora/listaBrasil/FichaPublicaTaxonUC/FichaPublicaTaxonUC.do?id=FB4921,EN,"B2ab(ii,iii,v)",2017,false
4941,Anthurium jureianum Cath. & Olaio,Araceae,http://reflora.jbrj.gov.br/reflora/listaBrasil/FichaPublicaTaxonUC/FichaPublicaTaxonUC.do?id=FB4941,VU,D2,2012,false
4942,Anthurium langsdorffii Schott,Araceae,http://reflora.jbrj.gov.br/reflora/listaBrasil/FichaPublicaTaxonUC/FichaPublicaTaxonUC.do?id=FB4942,EN,"B1ab(i,ii,iii,iv)",2012,false
4943,Anthurium laucheanum K.Koch,Araceae,http://reflora.jbrj.gov.br/reflora/listaBrasil/FichaPublicaTaxonUC/FichaPublicaTaxonUC.do?id=FB4943,EN,"B1ab(i,ii,iii,iv,v)+2ab(i,ii,iii,iv,v)",2017,false
4945,Anthurium lhotzkyanum Schott,Araceae,http://reflora.jbrj.gov.br/reflora/listaBrasil/FichaPublicaTaxonUC/FichaPublicaTaxonUC.do?id=FB4945,VU,"B1ab(i,ii,iii,iv,v)+2b(i,ii,iii,iv,v)",2017,false
4950,Anthurium lucidum Kunth,Araceae,http://reflora.jbrj.gov.br/reflora/listaBrasil/FichaPublicaTaxonUC/FichaPublicaTaxonUC.do?id=FB4950,CR,"B2ab(ii,iii)",2017,true
4952,Anthurium luschnathianum Kunth,Araceae,http://reflora.jbrj.gov.br/reflora/listaBrasil/FichaPublicaTaxonUC/FichaPublicaTaxonUC.do?id=FB4952,EN,"B1ab(i,ii,iii,iv,v)+2ab(i,ii,iii,iv,v)",2017,true
4956,Anthurium megapetiolatum E.G.Gonç.,Araceae,http://reflora.jbrj.gov.br/reflora/listaBrasil/FichaPublicaTaxonUC/FichaPublicaTaxonUC.do?id=FB4956,EN,"B2ab(i,ii,iii)",2014,false
4968,Anthurium radicans K.Koch & Haage,Araceae,http://reflora.jbrj.gov.br/reflora/listaBrasil/FichaPublicaTaxonUC/FichaPublicaTaxonUC.do?id=FB4968,VU,B1ab(iii)+2ab(iii),2012,false
4973,Anthurium simonii Nadruz,Araceae,http://reflora.jbrj.gov.br/reflora/listaBrasil/FichaPublicaTaxonUC/FichaPublicaTaxonUC.do?id=FB4973,EN,"B1ab(i,iii)",2017,false
4982,Anthurium xanthophylloides G.M.Barroso,Araceae,http://reflora.jbrj.gov.br/reflora/listaBrasil/FichaPublicaTaxonUC/FichaPublicaTaxonUC.do?id=FB4982,VU,D2,2012,false
5019,Philodendron alternans Schott,Araceae,http://reflora.jbrj.gov.br/reflora/listaBrasil/FichaPublicaTaxonUC/FichaPublicaTaxonUC.do?id=FB5019,EN,"B1ab(i,ii,iii,iv,v)+2b(i,ii,iii,iv,v)",2018,false
5027,Philodendron cipoense Sakur. & Mayo,Araceae,http://reflora.jbrj.gov.br/reflora/listaBrasil/FichaPublicaTaxonUC/FichaPublicaTaxonUC.do?id=FB5027,EN,"B1ab(i,ii,iii,iv)+2ab(i,ii,iii,iv)",2014,false
5036,Philodendron fragile Nadruz & Mayo,Araceae,http://reflora.jbrj.gov.br/reflora/listaBrasil/FichaPublicaTaxonUC/FichaPublicaTaxonUC.do?id=FB5036,EN,"B1ab(i,ii,iii,iv,v)+2ab(i,ii,iii,iv,v)",2018,true
5058,Philodendron rhizomatosum Sakur. & Mayo,Araceae,http://reflora.jbrj.gov.br/reflora/listaBrasil/FichaPublicaTaxonUC/FichaPublicaTaxonUC.do?id=FB5058,EN,"B1ab(i,ii,iii)+2ab(i,ii,iii)",2014,false
5089,Wolffiella neotropica Landolt,Araceae,http://reflora.jbrj.gov.br/reflora/listaBrasil/FichaPublicaTaxonUC/FichaPublicaTaxonUC.do?id=FB5089,CR,"B2ab(i,ii,iii)",2017,false
5100,Dendropanax amorimii Fiaschi,Araliaceae,http://reflora.jbrj.gov.br/reflora/listaBrasil/FichaPublicaTaxonUC/FichaPublicaTaxonUC.do?id=FB5100,EN,"B1ab(i,ii,iii)+2ab(i,ii,iii)",2019,false
5106,Dendropanax denticulatus Fiaschi,Araliaceae,http://reflora.jbrj.gov.br/reflora/listaBrasil/FichaPublicaTaxonUC/FichaPublicaTaxonUC.do?id=FB5106,EN,"B1ab(i,ii,iii)+2ab(ii,iii)",2020,false
5108,Dendropanax geniculatus Fiaschi,Araliaceae,http://reflora.jbrj.gov.br/reflora/listaBrasil/FichaPublicaTaxonUC/FichaPublicaTaxonUC.do?id=FB5108,CR,"B1ab(i,ii,iii)+2ab(i,ii,iii)",2020,false
5111,Dendropanax nebulosus Fiaschi & Jung-Mend.,Araliaceae,http://reflora.jbrj.gov.br/reflora/listaBrasil/FichaPublicaTaxonUC/FichaPublicaTaxonUC.do?id=FB5111,EN,"B1ab(i,ii,iii)+2ab(ii,iii)",2020,false
5121,Hydrocotyle langsdorffii DC.,Araliaceae,http://reflora.jbrj.gov.br/reflora/listaBrasil/FichaPublicaTaxonUC/FichaPublicaTaxonUC.do?id=FB5121,EN,"B1ab(i,iii)",2012,false
5128,Hydrocotyle ulei H.Wolff,Araliaceae,http://reflora.jbrj.gov.br/reflora/listaBrasil/FichaPublicaTaxonUC/FichaPublicaTaxonUC.do?id=FB5128,EN,"B1ab(i,ii,iii,iv)+2ab(i,ii,iii,iv)",2017,false
5160,Baccharis bifrons Baker,Asteraceae,http://reflora.jbrj.gov.br/reflora/listaBrasil/FichaPublicaTaxonUC/FichaPublicaTaxonUC.do?id=FB5160,EN,"B1ab(i,ii,iii)+2ab(i,ii,iii)",2017,false
5166,Baccharis ciliata Gardner,Asteraceae,http://reflora.jbrj.gov.br/reflora/listaBrasil/FichaPublicaTaxonUC/FichaPublicaTaxonUC.do?id=FB5166,CR,"B2ab(ii,iii,v)",2017,false
5188,Baccharis hypericifolia Baker,Asteraceae,http://reflora.jbrj.gov.br/reflora/listaBrasil/FichaPublicaTaxonUC/FichaPublicaTaxonUC.do?id=FB5188,EN,"B1ab(i,ii,iii,iv)+2ab(i,ii,iii,iv)",2012,false
5202,Baccharis lychnophora Gardner,Asteraceae,http://reflora.jbrj.gov.br/reflora/listaBrasil/FichaPublicaTaxonUC/FichaPublicaTaxonUC.do?id=FB5202,VU,D2,2012,false
5270,Chaptalia cordifolia (Baker) Cabrera,Asteraceae,http://reflora.jbrj.gov.br/reflora/listaBrasil/FichaPublicaTaxonUC/FichaPublicaTaxonUC.do?id=FB5270,VU,"B1ab(i,iii)",2012,false
5271,Chaptalia hermogenis M.D.Moraes,Asteraceae,http://reflora.jbrj.gov.br/reflora/listaBrasil/FichaPublicaTaxonUC/FichaPublicaTaxonUC.do?id=FB5271,CR,B1ab(iii),2012,false
5294,Dasyphyllum cryptocephalum (Baker) Cabrera,Asteraceae,http://reflora.jbrj.gov.br/reflora/listaBrasil/FichaPublicaTaxonUC/FichaPublicaTaxonUC.do?id=FB5294,EN,"B1ab(i,ii,iii,v)+2ab(i,ii,iii,v)",2017,false
5300,Dasyphyllum leptacanthum (Gardner) Cabrera,Asteraceae,http://reflora.jbrj.gov.br/reflora/listaBrasil/FichaPublicaTaxonUC/FichaPublicaTaxonUC.do?id=FB5300,EN,"B1ab(i,ii,iii,v)+2ab(i,ii,iii,v)",2017,false
5307,Dasyphyllum trichophyllum (Baker) Cabrera,Asteraceae,http://reflora.jbrj.gov.br/reflora/listaBrasil/FichaPublicaTaxonUC/FichaPublicaTaxonUC.do?id=FB5307,VU,"B1ab(i,ii,iii)",2014,false
5334,Hysterionica pinnatiloba Matzenb. & Sobral,Asteraceae,http://reflora.jbrj.gov.br/reflora/listaBrasil/FichaPublicaTaxonUC/FichaPublicaTaxonUC.do?id=FB5334,EN,B1ab(iii)+2ab(iii),2012,false
5335,Hysterionica pinnatisecta Matzenb. & Sobral,Asteraceae,http://reflora.jbrj.gov.br/reflora/listaBrasil/FichaPublicaTaxonUC/FichaPublicaTaxonUC.do?id=FB5335,CR,B2ab(iii),2012,false
5346,Mikania additicia B.L.Rob.,Asteraceae,http://reflora.jbrj.gov.br/reflora/listaBrasil/FichaPublicaTaxonUC/FichaPublicaTaxonUC.do?id=FB5346,EN,B2ab(iii),2012,false
5356,Mikania cabrerae G.M.Barroso,Asteraceae,http://reflora.jbrj.gov.br/reflora/listaBrasil/FichaPublicaTaxonUC/FichaPublicaTaxonUC.do?id=FB5356,EN,"B1ab(i,ii,iii,iv,v)+2ab(i,ii,iii,iv,v)",2017,false
5359,Mikania campos-portoana G.M.Barroso,Asteraceae,http://reflora.jbrj.gov.br/reflora/listaBrasil/FichaPublicaTaxonUC/FichaPublicaTaxonUC.do?id=FB5359,EN,"B1ab(i,ii,iii,iv,v)+2ab(i,ii,iii,iv,v)",2017,false
5365,Mikania clematidifolia Dusén,Asteraceae,http://reflora.jbrj.gov.br/reflora/listaBrasil/FichaPublicaTaxonUC/FichaPublicaTaxonUC.do?id=FB5365,VU,B2ab(iii),2012,false
5372,Mikania dusenii B.L.Rob.,Asteraceae,http://reflora.jbrj.gov.br/reflora/listaBrasil/FichaPublicaTaxonUC/FichaPublicaTaxonUC.do?id=FB5372,CR,"B2ab(ii,iii,iv)",2012,false
5375,Mikania firmula Baker,Asteraceae,http://reflora.jbrj.gov.br/reflora/listaBrasil/FichaPublicaTaxonUC/FichaPublicaTaxonUC.do?id=FB5375,VU,B2ab(iii),2012,false
5380,Mikania hastato-cordata Malme,Asteraceae,http://reflora.jbrj.gov.br/reflora/listaBrasil/FichaPublicaTaxonUC/FichaPublicaTaxonUC.do?id=FB5380,VU,B2ab(iii),2012,false
5381,Mikania hastifolia Baker,Asteraceae,http://reflora.jbrj.gov.br/reflora/listaBrasil/FichaPublicaTaxonUC/FichaPublicaTaxonUC.do?id=FB5381,EN,"B1ab(i,ii,iii,iv,v)+2ab(i,ii,iii,iv,v)",2017,false
5404,Mikania neurocaula DC.,Asteraceae,http://reflora.jbrj.gov.br/reflora/listaBrasil/FichaPublicaTaxonUC/FichaPublicaTaxonUC.do?id=FB5404,EN,B2ab(iii),2012,false
5410,Mikania oreophila Ritter & Miotto,Asteraceae,http://reflora.jbrj.gov.br/reflora/listaBrasil/FichaPublicaTaxonUC/FichaPublicaTaxonUC.do?id=FB5410,EN,B2ab(iii),2012,false
5445,Mikania vauthieriana Baker,Asteraceae,http://reflora.jbrj.gov.br/reflora/listaBrasil/FichaPublicaTaxonUC/FichaPublicaTaxonUC.do?id=FB5445,EN,"B1ab(i,ii,iii)+2ab(i,ii,iii)",2017,false
5446,Mikania viminea DC.,Asteraceae,http://reflora.jbrj.gov.br/reflora/listaBrasil/FichaPublicaTaxonUC/FichaPublicaTaxonUC.do?id=FB5446,EN,B2ab(iii),2012,false
5450,Mikania warmingii Sch.Bip.,Asteraceae,http://reflora.jbrj.gov.br/reflora/listaBrasil/FichaPublicaTaxonUC/FichaPublicaTaxonUC.do?id=FB5450,EN,B2ab(iii),2012,false
5469,Noticastrum hatschbachii Zardini,Asteraceae,http://reflora.jbrj.gov.br/reflora/listaBrasil/FichaPublicaTaxonUC/FichaPublicaTaxonUC.do?id=FB5469,EN,B1ab(iii)+2ab(iii),2012,false
5470,Noticastrum malmei Zardini,Asteraceae,http://reflora.jbrj.gov.br/reflora/listaBrasil/FichaPublicaTaxonUC/FichaPublicaTaxonUC.do?id=FB5470,EN,B1ab(iii)+2ab(iii),2012,false
5471,Noticastrum psammophilum (Klatt) Cuatrec.,Asteraceae,http://reflora.jbrj.gov.br/reflora/listaBrasil/FichaPublicaTaxonUC/FichaPublicaTaxonUC.do?id=FB5471,EN,B1ab(iii)+2ab(iii),2012,false
5490,Piptocarpha robusta G.M.Barroso,Asteraceae,http://reflora.jbrj.gov.br/reflora/listaBrasil/FichaPublicaTaxonUC/FichaPublicaTaxonUC.do?id=FB5490,EN,"B2ab(i,ii,iii)",2019,true
5492,Piptocarpha verticillata (Vell.) G.Lom.Sm. ex H.Rob.,Asteraceae,http://reflora.jbrj.gov.br/reflora/listaBrasil/FichaPublicaTaxonUC/FichaPublicaTaxonUC.do?id=FB5492,EN,"B1ab(i,iii)+2ab(i,iii)",2017,false
5508,Stifftia fruticosa (Vell.) D.J.N.Hind & Semir,Asteraceae,http://reflora.jbrj.gov.br/reflora/listaBrasil/FichaPublicaTaxonUC/FichaPublicaTaxonUC.do?id=FB5508,VU,"B1ab(i,ii,iii)+2ab(i,ii,iii)",2023,true
5517,Trichocline linearifolia Malme,Asteraceae,http://reflora.jbrj.gov.br/reflora/listaBrasil/FichaPublicaTaxonUC/FichaPublicaTaxonUC.do?id=FB5517,VU,"B1ab(i,ii,iii)+2ab(i,ii,iii)",2012,false
5530,Trichogoniopsis podocarpa (DC.) R.M.King & H.Rob.,Asteraceae,http://reflora.jbrj.gov.br/reflora/listaBrasil/FichaPublicaTaxonUC/FichaPublicaTaxonUC.do?id=FB5530,EN,"B1ab(i,ii,iii)+2ab(i,ii,iii)",2017,false
5533,Trixis glaziovii Baker,Asteraceae,http://reflora.jbrj.gov.br/reflora/listaBrasil/FichaPublicaTaxonUC/FichaPublicaTaxonUC.do?id=FB5533,VU,"B2ab(i,ii)",2012,false
5542,Wunderlichia azulensis Maguire & G.M.Barroso,Asteraceae,http://reflora.jbrj.gov.br/reflora/listaBrasil/FichaPublicaTaxonUC/FichaPublicaTaxonUC.do?id=FB5542,VU,"B2ab(i,ii,iii,iv)",2019,true
5543,Wunderlichia insignis Baill.,Asteraceae,http://reflora.jbrj.gov.br/reflora/listaBrasil/FichaPublicaTaxonUC/FichaPublicaTaxonUC.do?id=FB5543,EN,"B1ab(i,ii,iii,v)+2ab(i,ii,iii,v)",2017,false
5568,Begonia albidula Brade,Begoniaceae,http://reflora.jbrj.gov.br/reflora/listaBrasil/FichaPublicaTaxonUC/FichaPublicaTaxonUC.do?id=FB5568,EN,B1ab(iii)+2ab(iii),2012,false
5569,Begonia altamiroi Brade,Begoniaceae,http://reflora.jbrj.gov.br/reflora/listaBrasil/FichaPublicaTaxonUC/FichaPublicaTaxonUC.do?id=FB5569,EN,B2ab(iii),2012,false
5573,Begonia apparicioi Brade,Begoniaceae,http://reflora.jbrj.gov.br/reflora/listaBrasil/FichaPublicaTaxonUC/FichaPublicaTaxonUC.do?id=FB5573,EN,B2ab(iii),2012,false
5575,Begonia bahiensis A.DC.,Begoniaceae,http://reflora.jbrj.gov.br/reflora/listaBrasil/FichaPublicaTaxonUC/FichaPublicaTaxonUC.do?id=FB5575,EN,B2ab(iii),2012,false
5577,Begonia besleriifolia Schott,Begoniaceae,http://reflora.jbrj.gov.br/reflora/listaBrasil/FichaPublicaTaxonUC/FichaPublicaTaxonUC.do?id=FB5577,EN,B1ab(iii)+2ab(iii),2012,false
5591,Begonia collaris Brade,Begoniaceae,http://reflora.jbrj.gov.br/reflora/listaBrasil/FichaPublicaTaxonUC/FichaPublicaTaxonUC.do?id=FB5591,EN,"B1ab(i,ii,iii)+2ab(i,ii,iii)",2017,false
5592,Begonia concinna Schott,Begoniaceae,http://reflora.jbrj.gov.br/reflora/listaBrasil/FichaPublicaTaxonUC/FichaPublicaTaxonUC.do?id=FB5592,EN,"B1ab(i,ii,iii,iv,v)+2ab(i,ii,iii,iv,v)",2017,false
5596,Begonia crispula Brade,Begoniaceae,http://reflora.jbrj.gov.br/reflora/listaBrasil/FichaPublicaTaxonUC/FichaPublicaTaxonUC.do?id=FB5596,CR,A2c;B2ab(iii),2012,false
5598,Begonia curtii L.B.Sm. & B.G.Schub.,Begoniaceae,http://reflora.jbrj.gov.br/reflora/listaBrasil/FichaPublicaTaxonUC/FichaPublicaTaxonUC.do?id=FB5598,VU,A2c;B1ab(iii),2012,false
5600,Begonia densifolia Irmsch.,Begoniaceae,http://reflora.jbrj.gov.br/reflora/listaBrasil/FichaPublicaTaxonUC/FichaPublicaTaxonUC.do?id=FB5600,VU,D2,2024,true
5601,Begonia dentatiloba A.DC.,Begoniaceae,http://reflora.jbrj.gov.br/reflora/listaBrasil/FichaPublicaTaxonUC/FichaPublicaTaxonUC.do?id=FB5601,EN,"B1ab(i,ii,iii,iv,v)+2ab(i,ii,iii,iv,v)",2017,true
5607,Begonia edmundoi Brade,Begoniaceae,http://reflora.jbrj.gov.br/reflora/listaBrasil/FichaPublicaTaxonUC/FichaPublicaTaxonUC.do?id=FB5607,VU,D2,2024,true
5610,Begonia epipsila Brade,Begoniaceae,http://reflora.jbrj.gov.br/reflora/listaBrasil/FichaPublicaTaxonUC/FichaPublicaTaxonUC.do?id=FB5610,EN,B1ab(iii)+2ab(iii),2024,true
5612,Begonia espiritosantensis E.L.Jacques & Mamede,Begoniaceae,http://reflora.jbrj.gov.br/reflora/listaBrasil/FichaPublicaTaxonUC/FichaPublicaTaxonUC.do?id=FB5612,EN,A2c;B1ab(iii)+2ab(iii),2012,false
5618,Begonia friburgensis Brade,Begoniaceae,http://reflora.jbrj.gov.br/reflora/listaBrasil/FichaPublicaTaxonUC/FichaPublicaTaxonUC.do?id=FB5618,EN,"B1ab(i,ii,iii)+2ab(i,ii,iii)",2017,false
5626,Begonia handroi Brade,Begoniaceae,http://reflora.jbrj.gov.br/reflora/listaBrasil/FichaPublicaTaxonUC/FichaPublicaTaxonUC.do?id=FB5626,EN,B1ab(iii)+2ab(iii),2012,false
